order_id,date,region,state,store_id,customer_id,customer_segment,product_category,product_subcategory,units_sold,unit_price,discount,shipping_cost,payment_method,sales_channel,order_status
ORD-103739,2024-03-11,West,Washington,WE-03,CUST-00349,Home Office,Electronics,Cameras,4,393.49,0.0,7.99,Credit Card,Online,Completed
ORD-105521,2024-03-11,East,New York,EA-05,CUST-00796,Consumer,Home Goods,Storage,4,442.76,0.0,0.0,Credit Card,Online,Completed
ORD-105101,2024-03-11,West,Oregon,WE-05,CUST-01512,Consumer,Apparel,Kids' Wear,3,43.25,0.05,4.99,Credit Card,Online,Completed
ORD-102746,2024-03-11,East,New York,EA-04,CUST-01488,Consumer,Home Goods,Kitchenware,2,183.69,0.0,0.0,Debit Card,In-Store,Completed
ORD-100284,2024-03-11,East,Massachusetts,EA-02,CUST-00222,Corporate,Electronics,Laptops,3,259.28,0.0,0.0,Credit Card,In-Store,Completed
ORD-103815,2024-03-11,North,Wisconsin,NO-03,CUST-00499,Consumer,Electronics,Laptops,5,396.91,0.1,0.0,Credit Card,In-Store,Completed
ORD-102096,2024-03-11,South,Texas,SO-05,CUST-00185,Corporate,Sporting Goods,Cycling,2,71.27,0.0,0.0,Debit Card,Online,Completed
ORD-104039,2024-03-11,West,Washington,WE-04,CUST-00628,Consumer,Sporting Goods,Outdoor Gear,5,162.25,0.05,0.0,Debit Card,In-Store,Completed
ORD-105325,2024-03-12,Central,Missouri,CE-03,CUST-00448,Consumer,Apparel,Accessories,2,35.74,0.0,4.99,Credit Card,Online,Completed
ORD-104187,2024-03-12,North,North Dakota,NO-04,CUST-01257,Consumer,Sporting Goods,Cycling,5,163.62,0.05,7.99,Cash,Online,Completed
ORD-103593,2024-03-12,North,North Dakota,NO-03,CUST-00471,Consumer,Electronics,Cameras,2,796.61,0.1,4.99,PayPal,Online,Returned
ORD-104451,2024-03-12,West,Oregon,WE-04,CUST-00648,Corporate,Electronics,Headphones,1,507.37,0.0,0.0,Gift Card,In-Store,Completed
ORD-103341,2024-03-12,West,Oregon,WE-03,CUST-00669,Consumer,Beauty & Health,Makeup,3,25.45,0.05,0.0,PayPal,In-Store,Completed
ORD-101595,2024-03-12,North,Minnesota,NO-05,CUST-01302,Consumer,Apparel,Kids' Wear,4,48.26,0.1,0.0,Debit Card,In-Store,Returned
ORD-105663,2024-03-12,East,New Jersey,EA-01,CUST-01034,Corporate,Apparel,Footwear,1,39.91,0.0,0.0,PayPal,In-Store,Completed
ORD-105496,2024-03-12,South,Florida,SO-02,CUST-01709,Corporate,Books,Children's,1,27.09,0.25,0.0,Debit Card,In-Store,Completed
ORD-101351,2024-03-12,North,North Dakota,NO-03,CUST-01734,Consumer,Electronics,Laptops,3,258.83,0.05,4.99,Credit Card,Online,Completed
ORD-105319,2024-03-13,South,Georgia,SO-03,CUST-01003,Consumer,Beauty & Health,Makeup,2,34.43,0.0,0.0,Debit Card,In-Store,Returned
ORD-101115,2024-03-13,East,New Jersey,EA-03,CUST-01229,Home Office,Books,Fiction,3,38.1,0.15,4.99,Cash,Online,Completed
ORD-102865,2024-03-13,West,Washington,WE-04,CUST-00707,Consumer,Apparel,Men's Wear,2,32.89,0.0,4.99,Credit Card,Online,Completed
ORD-101930,2024-03-13,South,Texas,SO-05,CUST-01610,Consumer,Apparel,Men's Wear,5,92.6,0.05,0.0,Credit Card,Online,Completed
ORD-105676,2024-03-13,West,California,WE-04,CUST-01250,Home Office,Electronics,Cameras,3,270.21,0.05,4.99,Credit Card,Online,Completed
ORD-101506,2024-03-13,West,California,WE-02,CUST-00427,Consumer,Electronics,Cameras,2,451.54,0.0,0.0,Credit Card,Online,Completed
ORD-102454,2024-03-14,East,Massachusetts,EA-01,CUST-00108,Home Office,Home Goods,Kitchenware,5,165.2,0.05,12.99,Debit Card,Online,Cancelled
ORD-100838,2024-03-14,East,Massachusetts,EA-01,CUST-01314,Consumer,Books,Comics,3,16.46,0.0,0.0,Debit Card,In-Store,Completed
ORD-103552,2024-03-14,West,Washington,WE-02,CUST-00090,Consumer,Apparel,Men's Wear,2,30.17,0.0,4.99,Credit Card,Online,Completed
ORD-105817,2024-03-14,West,Oregon,WE-01,CUST-00351,Consumer,Home Goods,Furniture,2,281.58,0.05,0.0,PayPal,In-Store,Completed
ORD-105649,2024-03-14,South,Texas,SO-01,CUST-00198,Consumer,Books,Educational,1,9.98,0.2,0.0,Credit Card,In-Store,Completed
ORD-103430,2024-03-14,West,Washington,WE-05,CUST-01092,Home Office,Home Goods,Decor,1,229.87,0.2,0.0,Credit Card,Online,Completed
ORD-104320,2024-03-14,East,Massachusetts,EA-03,CUST-01038,Consumer,Apparel,Men's Wear,2,49.78,0.05,0.0,Gift Card,In-Store,Completed
ORD-100697,2024-03-14,East,New Jersey,EA-05,CUST-01664,Corporate,Books,Fiction,3,12.54,0.2,0.0,Credit Card,In-Store,Completed
ORD-101832,2024-03-15,West,Oregon,WE-03,CUST-01056,Consumer,Sporting Goods,Outdoor Gear,3,249.35,0.0,0.0,PayPal,In-Store,Completed
ORD-105245,2024-03-15,Central,Missouri,CE-02,CUST-01721,Consumer,Apparel,Accessories,3,75.44,0.05,7.99,PayPal,Online,Completed
ORD-102863,2024-03-15,East,New Jersey,EA-03,CUST-00778,Consumer,Books,Educational,4,16.75,0.15,0.0,Gift Card,In-Store,Completed
ORD-101259,2024-03-15,West,Oregon,WE-05,CUST-01684,Consumer,Apparel,Footwear,3,63.15,0.1,0.0,Credit Card,In-Store,Completed
ORD-104275,2024-03-15,West,California,WE-04,CUST-01310,Consumer,Sporting Goods,Outdoor Gear,2,126.26,0.1,0.0,Debit Card,Online,Completed
ORD-102385,2024-03-15,South,Georgia,SO-05,CUST-01034,Corporate,Apparel,Accessories,4,65.66,0.1,0.0,Credit Card,Online,Completed
ORD-105142,2024-03-15,North,Wisconsin,NO-04,CUST-00920,Consumer,Home Goods,Storage,6,252.5,0.0,0.0,Credit Card,In-Store,Returned
ORD-101191,2024-03-15,West,Washington,WE-05,CUST-00263,Home Office,Books,Non-Fiction,2,14.7,0.1,0.0,PayPal,In-Store,Completed
ORD-105631,2024-03-16,South,Texas,SO-05,CUST-00946,Consumer,Apparel,Footwear,3,50.62,0.0,0.0,Gift Card,In-Store,Returned
ORD-104176,2024-03-16,South,Florida,SO-03,CUST-01779,Consumer,Home Goods,Furniture,2,290.51,0.0,0.0,Gift Card,Online,Completed
ORD-105393,2024-03-16,West,Washington,WE-01,CUST-01364,Corporate,Electronics,Smart Home,5,367.9,0.15,4.99,Cash,Online,Completed
ORD-102242,2024-03-16,South,Florida,SO-04,CUST-01252,Consumer,Electronics,Cameras,3,243.04,0.0,0.0,Credit Card,Online,Completed
ORD-100903,2024-03-16,East,Massachusetts,EA-01,CUST-01288,Home Office,Home Goods,Decor,5,181.43,0.05,4.99,Credit Card,Online,Completed
ORD-100786,2024-03-16,West,California,WE-04,CUST-00397,Home Office,Home Goods,Bedding,4,261.7,0.15,0.0,PayPal,In-Store,Completed
ORD-103323,2024-03-16,Central,Ohio,CE-05,CUST-00205,Corporate,Electronics,Cameras,3,437.08,0.05,0.0,Credit Card,In-Store,Completed
ORD-103963,2024-03-16,North,Minnesota,NO-03,CUST-00667,Corporate,Apparel,Men's Wear,3,46.15,0.0,0.0,Debit Card,Online,Completed
ORD-104224,2024-03-16,Central,Missouri,CE-03,CUST-01550,Corporate,Apparel,Footwear,3,150.0,0.0,4.99,Credit Card,Online,Completed
ORD-100496,2024-03-16,West,California,WE-05,CUST-01466,Corporate,Beauty & Health,Wellness,3,24.78,0.0,4.99,Gift Card,Online,Completed
ORD-103088,2024-03-16,East,New York,EA-01,CUST-00377,Corporate,Apparel,Footwear,3,53.34,0.05,4.99,PayPal,Online,Completed
ORD-100463,2024-03-16,East,New York,EA-01,CUST-01121,Consumer,Electronics,Smart Home,5,378.8,0.0,0.0,PayPal,In-Store,Completed
ORD-105226,2024-03-16,West,California,WE-05,CUST-00854,Consumer,Sporting Goods,Fitness Equipment,2,74.53,0.0,0.0,Cash,Online,Completed
ORD-103484,2024-03-16,North,Minnesota,NO-01,CUST-00844,Consumer,Electronics,Smartphones,2,474.01,0.1,0.0,Credit Card,In-Store,Completed
ORD-103142,2024-03-17,West,Washington,WE-02,CUST-00018,Consumer,Home Goods,Bedding,4,339.7,0.0,4.99,Credit Card,Online,Completed
ORD-102937,2024-03-17,East,Massachusetts,EA-03,CUST-01226,Consumer,Home Goods,Kitchenware,5,235.93,0.0,4.99,Debit Card,Online,Completed
ORD-100484,2024-03-17,South,Texas,SO-02,CUST-00465,Consumer,Home Goods,Storage,4,254.89,0.0,0.0,Credit Card,In-Store,Completed
ORD-104508,2024-03-17,West,Oregon,WE-05,CUST-01279,Corporate,Electronics,Laptops,2,389.26,0.0,7.99,Gift Card,Online,Completed
ORD-104248,2024-03-17,West,Washington,WE-01,CUST-00630,Home Office,Books,Non-Fiction,3,28.31,0.0,7.99,PayPal,Online,Returned
ORD-104206,2024-03-18,West,Washington,WE-03,CUST-01468,Corporate,Home Goods,Bedding,3,144.69,0.0,0.0,Credit Card,In-Store,Completed
ORD-102584,2024-03-18,West,California,WE-04,CUST-00630,Corporate,Sporting Goods,Cycling,3,209.09,0.0,7.99,Debit Card,Online,Completed
ORD-104211,2024-03-18,East,New Jersey,EA-03,CUST-00967,Consumer,Electronics,Headphones,4,746.0,0.0,0.0,PayPal,Online,Completed
ORD-100357,2024-03-18,South,Georgia,SO-02,CUST-01256,Consumer,Electronics,Cameras,4,454.49,0.05,0.0,Credit Card,In-Store,Returned
ORD-101408,2024-03-18,Central,Illinois,CE-04,CUST-01089,Consumer,Apparel,Men's Wear,3,108.16,0.1,0.0,Credit Card,In-Store,Completed
ORD-105919,2024-03-18,West,Oregon,WE-01,CUST-00028,Consumer,Sporting Goods,Fitness Equipment,3,133.98,0.05,7.99,Credit Card,Online,Completed
ORD-100791,2024-03-19,Central,Illinois,CE-04,CUST-00926,Corporate,Apparel,Accessories,2,66.82,0.05,0.0,Debit Card,Online,Completed
ORD-105891,2024-03-19,South,Florida,SO-04,CUST-01735,Consumer,Sporting Goods,Outdoor Gear,5,325.66,0.0,4.99,Credit Card,Online,Completed
ORD-100652,2024-03-19,North,Minnesota,NO-03,CUST-00952,Consumer,Sporting Goods,Team Sports,2,99.64,0.0,4.99,Cash,Online,Completed
ORD-103429,2024-03-19,West,Oregon,WE-02,CUST-01600,Corporate,Apparel,Kids' Wear,6,96.05,0.0,0.0,PayPal,In-Store,Returned
ORD-104303,2024-03-19,Central,Ohio,CE-05,CUST-01772,Corporate,Home Goods,Storage,3,166.36,0.0,0.0,Debit Card,In-Store,Completed
ORD-105859,2024-03-19,East,New Jersey,EA-03,CUST-01091,Consumer,Apparel,Kids' Wear,4,83.01,0.25,0.0,Credit Card,Online,Completed
ORD-101570,2024-03-19,Central,Ohio,CE-03,CUST-00358,Corporate,Books,Children's,4,22.41,0.0,4.99,Debit Card,Online,Completed
ORD-104535,2024-03-20,North,North Dakota,NO-01,CUST-00826,Home Office,Apparel,Footwear,4,45.16,0.15,0.0,Credit Card,In-Store,Completed
ORD-104344,2024-03-20,North,Wisconsin,NO-04,CUST-00523,Consumer,Electronics,Smartphones,3,435.07,0.0,7.99,Credit Card,Online,Returned
ORD-101965,2024-03-20,North,Wisconsin,NO-02,CUST-01779,Consumer,Electronics,Smart Home,4,160.13,0.15,4.99,Credit Card,Online,Cancelled
ORD-105636,2024-03-20,South,Texas,SO-05,CUST-00804,Consumer,Books,Fiction,4,14.53,0.0,7.99,Credit Card,Online,Completed
ORD-103083,2024-03-20,East,New Jersey,EA-03,CUST-01014,Consumer,Beauty & Health,Makeup,3,58.4,0.0,7.99,Debit Card,Online,Completed
ORD-101926,2024-03-21,East,New Jersey,EA-04,CUST-00394,Consumer,Home Goods,Bedding,2,269.58,0.05,12.99,Credit Card,Online,Completed
ORD-103968,2024-03-21,Central,Missouri,CE-02,CUST-01043,Home Office,Electronics,Laptops,7,524.93,0.0,0.0,Credit Card,In-Store,Completed
ORD-102488,2024-03-21,East,New Jersey,EA-03,CUST-01010,Consumer,Electronics,Smartphones,4,530.15,0.15,0.0,Debit Card,Online,Completed
ORD-105869,2024-03-21,North,Wisconsin,NO-01,CUST-01404,Consumer,Beauty & Health,Personal Care,7,31.77,0.0,0.0,Debit Card,In-Store,Returned
ORD-103108,2024-03-22,South,Texas,SO-02,CUST-01181,Consumer,Apparel,Kids' Wear,2,32.63,0.0,4.99,Cash,Online,Completed
ORD-100565,2024-03-22,North,North Dakota,NO-01,CUST-00115,Corporate,Beauty & Health,Makeup,2,31.52,0.0,0.0,Debit Card,In-Store,Returned
ORD-100993,2024-03-23,East,New Jersey,EA-05,CUST-01482,Corporate,Electronics,Cameras,4,1086.92,0.1,0.0,Credit Card,Online,Completed
ORD-100169,2024-03-23,West,California,WE-03,CUST-01798,Consumer,Electronics,Smart Home,6,236.83,0.0,0.0,Credit Card,Online,Cancelled
ORD-101876,2024-03-23,North,Wisconsin,NO-03,CUST-00648,Corporate,Sporting Goods,Team Sports,5,79.68,0.05,4.99,Debit Card,Online,Completed
ORD-100289,2024-03-23,Central,Illinois,CE-02,CUST-01433,Corporate,Beauty & Health,Haircare,2,45.95,0.05,0.0,Cash,In-Store,Completed
ORD-102878,2024-03-23,Central,Ohio,CE-02,CUST-00348,Corporate,Books,Non-Fiction,4,10.16,0.05,0.0,Gift Card,In-Store,Completed
ORD-100816,2024-03-23,Central,Missouri,CE-05,CUST-01605,Consumer,Electronics,Cameras,3,355.7,0.05,0.0,Credit Card,In-Store,Completed
ORD-102930,2024-03-23,Central,Illinois,CE-01,CUST-00568,Consumer,Electronics,Headphones,3,587.1,0.0,12.99,PayPal,Online,Completed
ORD-100910,2024-03-23,South,Florida,SO-01,CUST-00904,Consumer,Apparel,Kids' Wear,5,45.24,0.0,0.0,Gift Card,Online,Completed
ORD-101139,2024-03-24,Central,Missouri,CE-04,CUST-01070,Corporate,Electronics,Smartphones,3,604.25,0.2,4.99,Credit Card,Online,Completed
ORD-105041,2024-03-24,South,Florida,SO-02,CUST-01241,Consumer,Apparel,Men's Wear,3,110.01,0.0,0.0,PayPal,In-Store,Completed
ORD-100028,2024-03-24,North,North Dakota,NO-02,CUST-00756,Consumer,Apparel,Footwear,4,77.19,0.0,7.99,PayPal,Online,Completed
ORD-101359,2024-03-24,East,New Jersey,EA-02,CUST-01058,Corporate,Sporting Goods,Cycling,5,261.93,0.05,7.99,Credit Card,Online,Completed
ORD-102266,2024-03-24,North,Minnesota,NO-04,CUST-01547,Corporate,Apparel,Accessories,3,40.96,0.0,4.99,Credit Card,Online,Completed
ORD-103485,2024-03-24,West,California,WE-01,CUST-00143,Consumer,Beauty & Health,Haircare,4,47.47,0.05,7.99,Credit Card,Online,Returned
ORD-102795,2024-03-25,North,Wisconsin,NO-05,CUST-01722,Consumer,Books,Educational,2,15.68,0.0,0.0,Debit Card,In-Store,Completed
ORD-104478,2024-03-25,South,Georgia,SO-04,CUST-01769,Corporate,Electronics,Smartphones,3,891.63,0.15,0.0,Credit Card,Online,Completed
ORD-105693,2024-03-25,North,Wisconsin,NO-04,CUST-00752,Consumer,Apparel,Footwear,4,96.06,0.0,4.99,Credit Card,Online,Completed
ORD-102235,2024-03-25,North,Wisconsin,NO-04,CUST-00377,Consumer,Sporting Goods,Cycling,4,148.96,0.0,0.0,Credit Card,Online,Cancelled
ORD-101114,2024-03-25,North,Wisconsin,NO-01,CUST-01752,Corporate,Apparel,Footwear,1,34.81,0.0,0.0,Debit Card,Online,Completed
ORD-100646,2024-03-25,Central,Ohio,CE-03,CUST-00513,Consumer,Beauty & Health,Skincare,2,33.08,0.05,0.0,PayPal,In-Store,Completed
ORD-101379,2024-03-25,North,Wisconsin,NO-04,CUST-01188,Consumer,Books,Non-Fiction,3,8.19,0.0,0.0,Debit Card,In-Store,Completed
ORD-103448,2024-03-25,South,Georgia,SO-05,CUST-00361,Corporate,Books,Non-Fiction,2,25.4,0.0,0.0,Gift Card,Online,Completed
ORD-104134,2024-03-25,North,Minnesota,NO-05,CUST-00697,Corporate,Home Goods,Furniture,6,385.6,0.0,4.99,Credit Card,Online,Completed
ORD-102348,2024-03-25,East,Massachusetts,EA-01,CUST-01147,Corporate,Beauty & Health,Skincare,2,35.44,0.1,0.0,PayPal,Online,Completed
ORD-101917,2024-03-25,South,Georgia,SO-03,CUST-01501,Consumer,Apparel,Footwear,2,29.78,0.0,12.99,Credit Card,Online,Returned
ORD-104072,2024-03-26,South,Georgia,SO-04,CUST-01663,Consumer,Home Goods,Decor,1,397.64,0.0,4.99,Credit Card,Online,Completed
ORD-103792,2024-03-26,South,Florida,SO-02,CUST-00085,Consumer,Home Goods,Decor,3,458.81,0.0,4.99,Debit Card,Online,Returned
ORD-100520,2024-03-26,West,California,WE-02,CUST-00859,Consumer,Apparel,Women's Wear,4,24.28,0.1,7.99,Credit Card,Online,Completed
ORD-101582,2024-03-26,South,Georgia,SO-04,CUST-01060,Home Office,Books,Fiction,3,39.3,0.15,0.0,PayPal,In-Store,Completed
ORD-100849,2024-03-27,Central,Ohio,CE-01,CUST-00288,Corporate,Home Goods,Decor,3,174.65,0.05,7.99,Debit Card,Online,Returned
ORD-105835,2024-03-27,West,Washington,WE-04,CUST-01384,Consumer,Electronics,Cameras,2,1077.94,0.0,12.99,Credit Card,Online,Completed
ORD-103729,2024-03-27,North,North Dakota,NO-02,CUST-00113,Consumer,Electronics,Laptops,2,514.12,0.0,0.0,Cash,In-Store,Completed
ORD-100976,2024-03-27,South,Texas,SO-03,CUST-00940,Consumer,Apparel,Footwear,2,122.49,0.0,4.99,PayPal,Online,Completed
ORD-104299,2024-03-27,East,Massachusetts,EA-02,CUST-00519,Consumer,Books,Educational,2,13.98,0.0,0.0,Credit Card,Online,Completed
ORD-100711,2024-03-27,West,Washington,WE-05,CUST-00719,Consumer,Home Goods,Kitchenware,1,349.47,0.0,12.99,Credit Card,Online,Completed
ORD-104703,2024-03-27,North,Minnesota,NO-03,CUST-00357,Corporate,Apparel,Accessories,1,64.21,0.15,0.0,Credit Card,In-Store,Completed
ORD-104285,2024-03-27,South,Texas,SO-05,CUST-00477,Consumer,Apparel,Men's Wear,3,36.06,0.0,0.0,Cash,Online,Returned
ORD-103371,2024-03-27,Central,Ohio,CE-01,CUST-01024,Home Office,Apparel,Men's Wear,6,31.38,0.05,0.0,Debit Card,In-Store,Completed
ORD-102691,2024-03-27,Central,Ohio,CE-05,CUST-01743,Corporate,Beauty & Health,Skincare,4,69.15,0.0,0.0,Gift Card,In-Store,Returned
ORD-103766,2024-03-28,Central,Illinois,CE-05,CUST-00721,Corporate,Apparel,Women's Wear,1,105.01,0.0,0.0,PayPal,In-Store,Completed
ORD-103648,2024-03-28,West,California,WE-02,CUST-01663,Corporate,Books,Educational,4,8.89,0.05,4.99,Credit Card,Online,Completed
ORD-105434,2024-03-28,North,North Dakota,NO-04,CUST-00860,Consumer,Apparel,Accessories,3,38.72,0.0,0.0,Credit Card,In-Store,Completed
ORD-100979,2024-03-28,Central,Missouri,CE-05,CUST-01203,Corporate,Apparel,Accessories,3,37.99,0.0,0.0,PayPal,In-Store,Completed
ORD-104868,2024-03-28,Central,Missouri,CE-03,CUST-01246,Corporate,Home Goods,Bedding,5,157.15,0.0,4.99,Debit Card,Online,Completed
ORD-105782,2024-03-28,North,Minnesota,NO-04,CUST-01048,Consumer,Home Goods,Storage,1,150.01,0.0,4.99,PayPal,Online,Completed
ORD-104716,2024-03-28,South,Texas,SO-01,CUST-01618,Corporate,Electronics,Cameras,2,489.48,0.05,0.0,Cash,In-Store,Completed
ORD-101031,2024-03-28,East,New York,EA-03,CUST-00007,Consumer,Books,Comics,1,15.05,0.0,0.0,Credit Card,In-Store,Completed
ORD-105644,2024-03-28,West,California,WE-05,CUST-00284,Consumer,Books,Fiction,6,8.9,0.05,0.0,Credit Card,Online,Completed
ORD-103437,2024-03-28,South,Texas,SO-04,CUST-00248,Home Office,Books,Comics,4,25.15,0.0,0.0,Debit Card,In-Store,Completed
ORD-100949,2024-03-29,East,New Jersey,EA-05,CUST-01057,Consumer,Sporting Goods,Cycling,2,172.26,0.05,4.99,Debit Card,Online,Returned
ORD-104999,2024-03-29,North,Wisconsin,NO-02,CUST-01517,Corporate,Books,Children's,2,22.93,0.05,0.0,Credit Card,In-Store,Completed
ORD-103074,2024-03-29,West,California,WE-02,CUST-00731,Corporate,Electronics,Smartphones,3,259.15,0.0,0.0,Debit Card,In-Store,Completed
ORD-103338,2024-03-29,West,Oregon,WE-05,CUST-00206,Consumer,Home Goods,Decor,5,287.69,0.25,4.99,Credit Card,Online,Completed
ORD-100054,2024-03-29,South,Texas,SO-05,CUST-01156,Corporate,Home Goods,Decor,5,247.02,0.0,4.99,Credit Card,Online,Completed
ORD-105229,2024-03-29,East,New York,EA-04,CUST-00306,Consumer,Books,Educational,5,26.98,0.05,0.0,Credit Card,Online,Completed
ORD-104922,2024-03-29,Central,Ohio,CE-04,CUST-00124,Corporate,Electronics,Headphones,5,428.83,0.15,4.99,Debit Card,Online,Completed
ORD-105605,2024-03-29,East,New York,EA-02,CUST-01386,Consumer,Apparel,Women's Wear,5,58.79,0.0,4.99,Debit Card,Online,Returned
ORD-104523,2024-03-29,Central,Illinois,CE-03,CUST-00237,Consumer,Apparel,Kids' Wear,6,69.75,0.0,0.0,PayPal,In-Store,Completed
ORD-102227,2024-03-30,West,California,WE-01,CUST-01217,Consumer,Apparel,Kids' Wear,5,48.07,0.05,0.0,Gift Card,In-Store,Completed
ORD-103062,2024-03-30,West,California,WE-05,CUST-01224,Consumer,Sporting Goods,Fitness Equipment,5,244.37,0.05,0.0,Cash,In-Store,Returned
ORD-101952,2024-03-30,East,New Jersey,EA-03,CUST-01502,Home Office,Electronics,Smartphones,3,395.56,0.0,0.0,PayPal,In-Store,Completed
ORD-104351,2024-03-30,South,Georgia,SO-02,CUST-00692,Consumer,Beauty & Health,Wellness,1,29.41,0.0,0.0,Credit Card,Online,Completed
ORD-102248,2024-03-30,Central,Missouri,CE-02,CUST-00375,Consumer,Home Goods,Decor,2,334.73,0.0,7.99,PayPal,Online,Completed
ORD-100003,2024-03-30,South,Georgia,SO-03,CUST-01717,Home Office,Apparel,Accessories,2,61.6,0.15,0.0,Cash,Online,Completed
ORD-104336,2024-03-31,East,New Jersey,EA-01,CUST-00449,Consumer,Apparel,Accessories,5,50.22,0.15,0.0,Credit Card,In-Store,Completed
ORD-104987,2024-03-31,North,North Dakota,NO-02,CUST-00457,Consumer,Electronics,Cameras,1,213.98,0.0,0.0,Cash,Online,Completed
ORD-100950,2024-03-31,Central,Missouri,CE-04,CUST-00389,Consumer,Apparel,Women's Wear,5,25.87,0.05,4.99,Credit Card,Online,Returned
ORD-101268,2024-03-31,South,Florida,SO-01,CUST-00192,Consumer,Electronics,Smart Home,3,348.68,0.05,0.0,Credit Card,In-Store,Completed
ORD-101660,2024-03-31,South,Georgia,SO-02,CUST-01234,Consumer,Apparel,Footwear,6,86.96,0.05,4.99,Cash,Online,Completed
ORD-105033,2024-03-31,East,Massachusetts,EA-02,CUST-01372,Consumer,Sporting Goods,Fitness Equipment,5,160.22,0.2,0.0,Cash,In-Store,Completed
ORD-104422,2024-03-31,South,Texas,SO-05,CUST-01136,Home Office,Books,Fiction,3,6.0,0.1,0.0,Credit Card,In-Store,Completed
ORD-104500,2024-03-31,North,North Dakota,NO-03,CUST-00159,Corporate,Books,Children's,4,18.19,0.0,0.0,Credit Card,In-Store,Completed
ORD-103463,2024-03-31,East,New York,EA-01,CUST-00228,Consumer,Beauty & Health,Haircare,4,45.11,0.0,0.0,Gift Card,Online,Returned
ORD-100008,2024-04-01,East,New Jersey,EA-04,CUST-00990,Consumer,Electronics,Smart Home,4,675.45,0.0,0.0,PayPal,In-Store,Completed
ORD-105112,2024-04-01,West,Oregon,WE-05,CUST-00745,Consumer,Apparel,Footwear,4,50.51,0.0,0.0,Credit Card,Online,Completed
ORD-102387,2024-04-01,North,Minnesota,NO-05,CUST-00860,Consumer,Home Goods,Furniture,2,202.4,0.0,0.0,Credit Card,Online,Completed
ORD-104876,2024-04-01,North,Wisconsin,NO-01,CUST-00109,Consumer,Home Goods,Kitchenware,2,514.8,0.05,4.99,Credit Card,Online,Completed
ORD-102275,2024-04-01,West,Oregon,WE-05,CUST-00102,Consumer,Home Goods,Bedding,4,767.89,0.0,7.99,Credit Card,Online,Completed
ORD-101551,2024-04-01,South,Florida,SO-03,CUST-00109,Corporate,Apparel,Men's Wear,2,75.22,0.0,0.0,Debit Card,Online,Completed
ORD-102941,2024-04-01,East,New York,EA-02,CUST-00498,Corporate,Apparel,Footwear,6,26.8,0.0,0.0,Debit Card,Online,Completed
ORD-104114,2024-04-01,South,Georgia,SO-02,CUST-00829,Consumer,Sporting Goods,Footwear,6,112.13,0.15,0.0,Debit Card,In-Store,Returned
ORD-105045,2024-04-02,West,Oregon,WE-05,CUST-00212,Consumer,Beauty & Health,Makeup,4,23.18,0.1,7.99,Debit Card,Online,Completed
ORD-102261,2024-04-02,North,Minnesota,NO-01,CUST-00722,Consumer,Apparel,Men's Wear,4,63.19,0.2,0.0,Credit Card,In-Store,Completed
ORD-103947,2024-04-02,North,Wisconsin,NO-01,CUST-00306,Corporate,Books,Fiction,2,7.89,0.15,4.99,Credit Card,Online,Completed
ORD-101831,2024-04-02,East,New Jersey,EA-04,CUST-01084,Consumer,Apparel,Accessories,1,72.13,0.0,0.0,Credit Card,Online,Completed
ORD-104274,2024-04-02,Central,Ohio,CE-05,CUST-01324,Consumer,Beauty & Health,Skincare,3,39.47,0.25,7.99,Debit Card,Online,Completed
ORD-101933,2024-04-03,Central,Missouri,CE-04,CUST-00779,Consumer,Electronics,Laptops,2,661.82,0.0,0.0,Credit Card,In-Store,Completed
ORD-102577,2024-04-03,East,Massachusetts,EA-05,CUST-01138,Consumer,Home Goods,Furniture,1,172.65,0.15,12.99,PayPal,Online,Completed
ORD-102430,2024-04-03,West,Washington,WE-02,CUST-00036,Consumer,Apparel,Accessories,3,86.3,0.2,0.0,Credit Card,In-Store,Completed
ORD-100961,2024-04-03,North,Minnesota,NO-01,CUST-00110,Home Office,Books,Children's,3,10.44,0.2,4.99,PayPal,Online,Completed
ORD-104073,2024-04-03,East,New Jersey,EA-03,CUST-00272,Home Office,Apparel,Kids' Wear,2,30.55,0.1,12.99,Debit Card,Online,Completed
ORD-105136,2024-04-03,North,Wisconsin,NO-01,CUST-01351,Consumer,Home Goods,Decor,4,218.27,0.0,0.0,Cash,Online,Completed
ORD-105360,2024-04-03,West,Oregon,WE-05,CUST-01550,Consumer,Books,Fiction,3,12.46,0.0,7.99,Debit Card,Online,Completed
ORD-101494,2024-04-03,East,New York,EA-04,CUST-01251,Consumer,Books,Children's,5,8.21,0.0,4.99,Cash,Online,Completed
ORD-103056,2024-04-03,South,Texas,SO-05,CUST-01723,Consumer,Electronics,Smart Home,1,594.31,0.0,0.0,Debit Card,Online,Completed
ORD-103926,2024-04-03,South,Georgia,SO-01,CUST-00396,Consumer,Electronics,Laptops,7,238.41,0.0,12.99,Debit Card,Online,Completed
ORD-104361,2024-04-04,East,New York,EA-04,CUST-00652,Consumer,Home Goods,Kitchenware,6,147.49,0.15,0.0,Credit Card,In-Store,Returned
ORD-102332,2024-04-04,Central,Ohio,CE-01,CUST-00579,Consumer,Apparel,Accessories,2,103.07,0.0,0.0,Debit Card,Online,Completed
ORD-105838,2024-04-04,West,Oregon,WE-04,CUST-01474,Corporate,Electronics,Smartphones,2,409.23,0.05,0.0,PayPal,In-Store,Completed
